671021.157	3529724.675	4.640
671021.023	3529724.665	4.640
671020.888	3529724.656	4.640
671020.754	3529724.646	4.640
671020.620	3529724.636	4.640
671020.486	3529724.626	4.640
671020.351	3529724.617	4.640
671020.217	3529724.607	4.640
671020.083	3529724.597	4.640
671019.949	3529724.587	4.640
671019.814	3529724.578	4.640
671019.680	3529724.568	4.640
671019.546	3529724.558	4.640
671019.411	3529724.549	4.640
671019.277	3529724.539	4.640
671019.143	3529724.529	4.640
671019.009	3529724.519	4.640
671018.874	3529724.510	4.640
671018.740	3529724.500	4.640
671018.606	3529724.490	4.640
671018.472	3529724.480	4.640
671018.337	3529724.471	4.640
671018.203	3529724.461	4.640
671018.069	3529724.451	4.640
671017.934	3529724.442	4.640
671017.800	3529724.432	4.640
671017.666	3529724.422	4.640
671017.532	3529724.412	4.640
671017.397	3529724.403	4.640
671017.263	3529724.393	4.640
671017.129	3529724.383	4.640
671016.995	3529724.373	4.640
671016.860	3529724.364	4.640
671016.726	3529724.354	4.640
671016.592	3529724.344	4.640
671016.457	3529724.334	4.640
671016.323	3529724.325	4.640
671016.189	3529724.315	4.640
671016.055	3529724.305	4.640
671015.920	3529724.296	4.640
671015.786	3529724.286	4.640
671015.652	3529724.276	4.640
671015.518	3529724.266	4.640
671015.383	3529724.257	4.640
671015.249	3529724.247	4.640
671015.115	3529724.237	4.640
671014.980	3529724.227	4.640
671014.846	3529724.218	4.640
671014.712	3529724.208	4.640
671014.578	3529724.198	4.640
671014.443	3529724.189	4.640
671014.309	3529724.179	4.640
671014.175	3529724.169	4.640
671014.041	3529724.159	4.640
671013.906	3529724.150	4.640
671013.772	3529724.140	4.640
671013.638	3529724.130	4.640
671013.503	3529724.120	4.640
671013.369	3529724.111	4.640
671013.235	3529724.101	4.640
671013.101	3529724.091	4.640
671012.966	3529724.082	4.640
671012.832	3529724.072	4.640
671012.698	3529724.062	4.640
671012.564	3529724.052	4.640
671012.429	3529724.043	4.640
671012.295	3529724.033	4.640
671012.161	3529724.023	4.640
671012.026	3529724.013	4.640
671011.892	3529724.004	4.640
671011.758	3529723.994	4.640
671011.624	3529723.984	4.640
671011.489	3529723.975	4.640
671011.355	3529723.965	4.640
671011.221	3529723.955	4.640
671011.087	3529723.945	4.640
671010.952	3529723.936	4.640
671010.818	3529723.926	4.640
671010.684	3529723.916	4.640
671010.549	3529723.906	4.640
671010.415	3529723.897	4.640
671010.281	3529723.887	4.640
671010.147	3529723.877	4.640
671010.012	3529723.867	4.640
671009.878	3529723.858	4.640
671009.744	3529723.848	4.640
671009.610	3529723.838	4.640
671009.475	3529723.829	4.640
671009.341	3529723.819	4.640
671009.207	3529723.809	4.640
671009.072	3529723.799	4.640
671008.938	3529723.790	4.640
671008.804	3529723.780	4.640
671008.670	3529723.770	4.640
671008.535	3529723.760	4.640
671008.401	3529723.751	4.640
671008.267	3529723.741	4.640
671008.133	3529723.731	4.640
671007.998	3529723.722	4.640
671007.864	3529723.712	4.640
671007.730	3529723.702	4.640
671007.595	3529723.692	4.640
671007.461	3529723.683	4.640
671007.327	3529723.673	4.640
671007.193	3529723.663	4.640
671007.058	3529723.653	4.640
671006.924	3529723.644	4.640
671006.790	3529723.634	4.640
671006.656	3529723.624	4.640
671006.521	3529723.615	4.640
671006.387	3529723.605	4.640
671006.253	3529723.595	4.640
671006.118	3529723.585	4.640
671005.984	3529723.576	4.640
671005.850	3529723.566	4.640
671005.716	3529723.556	4.640
671005.581	3529723.546	4.640
671005.447	3529723.537	4.640
671005.313	3529723.527	4.640
671005.179	3529723.517	4.640
671005.044	3529723.508	4.640
671004.910	3529723.498	4.640
671004.776	3529723.488	4.640
671004.641	3529723.478	4.640
671004.507	3529723.469	4.640
671004.373	3529723.459	4.640
671004.239	3529723.449	4.640
671004.104	3529723.439	4.640
671003.970	3529723.430	4.640
671003.836	3529723.420	4.640
671003.702	3529723.410	4.640
671003.567	3529723.400	4.640
671003.433	3529723.391	4.640
671003.299	3529723.381	4.640
671003.164	3529723.371	4.640
671003.030	3529723.362	4.640
671002.896	3529723.352	4.640
671002.762	3529723.342	4.640
671002.627	3529723.332	4.640
671002.493	3529723.323	4.640
671002.359	3529723.313	4.640
