670996.632	3529723.041	4.634
670996.496	3529723.029	4.634
670996.361	3529723.019	4.634
670996.227	3529723.006	4.634
670996.092	3529722.996	4.634
670995.960	3529722.985	4.634
670995.826	3529722.975	4.634
670995.694	3529722.962	4.633
670995.560	3529722.952	4.633
670995.427	3529722.942	4.633
670995.292	3529722.931	4.633
670995.159	3529722.923	4.633
670995.023	3529722.913	4.633
670994.891	3529722.907	4.633
670994.754	3529722.897	4.633
670994.620	3529722.889	4.632
670994.481	3529722.878	4.632
670994.343	3529722.868	4.632
670994.205	3529722.858	4.632
670994.061	3529722.842	4.632
670993.921	3529722.829	4.631
670993.779	3529722.818	4.631
670993.638	3529722.806	4.631
670993.494	3529722.798	4.631
670993.349	3529722.787	4.631
670993.204	3529722.779	4.631
670993.061	3529722.768	4.631
670992.910	3529722.755	4.631
670992.765	3529722.742	4.631
670992.618	3529722.730	4.630
670992.473	3529722.719	4.630
670992.325	3529722.708	4.630
670992.176	3529722.697	4.630
670992.030	3529722.687	4.630
670991.884	3529722.676	4.630
670991.737	3529722.663	4.630
670991.591	3529722.650	4.630
670991.446	3529722.637	4.630
670991.300	3529722.625	4.629
670991.155	3529722.610	4.629
670991.010	3529722.598	4.629
670990.863	3529722.586	4.629
670990.716	3529722.574	4.629
670990.572	3529722.564	4.629
670990.423	3529722.553	4.629
670990.278	3529722.540	4.629
670990.131	3529722.528	4.629
670989.984	3529722.512	4.629
670989.837	3529722.500	4.628
670989.689	3529722.488	4.628
670989.542	3529722.476	4.628
670989.395	3529722.463	4.628
670989.248	3529722.455	4.628
670989.099	3529722.442	4.628
670988.951	3529722.430	4.628
670988.802	3529722.415	4.628
670988.652	3529722.402	4.628
670988.502	3529722.387	4.628
670988.354	3529722.374	4.627
670988.207	3529722.360	4.627
670988.060	3529722.349	4.628
670987.913	3529722.335	4.630
670987.766	3529722.324	4.632
670987.618	3529722.309	4.634
670987.470	3529722.300	4.635
670987.322	3529722.289	4.637
670987.174	3529722.279	4.639
670987.029	3529722.270	4.640
670986.880	3529722.262	4.642
670986.734	3529722.255	4.643
670986.588	3529722.246	4.644
670986.440	3529722.242	4.646
670986.294	3529722.236	4.647
670986.146	3529722.231	4.647
670985.999	3529722.224	4.648
670985.854	3529722.219	4.648
670985.708	3529722.212	4.649
670985.564	3529722.204	4.649
670985.419	3529722.196	4.649
670985.273	3529722.189	4.650
670985.125	3529722.180	4.650
670984.982	3529722.171	4.651
670984.835	3529722.163	4.651
670984.692	3529722.154	4.651
670984.548	3529722.143	4.652
670984.401	3529722.132	4.652
670984.254	3529722.124	4.652
670984.105	3529722.111	4.652
670983.955	3529722.102	4.652
670983.808	3529722.091	4.653
670983.658	3529722.082	4.653
670983.509	3529722.072	4.654
670983.357	3529722.064	4.654
670983.208	3529722.055	4.654
670983.057	3529722.047	4.655
670982.906	3529722.034	4.655
670982.753	3529722.025	4.655
670982.599	3529722.017	4.656
670982.446	3529722.008	4.656
670982.291	3529722.002	4.657
670982.136	3529721.994	4.657
670981.982	3529721.985	4.658
670981.829	3529721.977	4.659
670981.675	3529721.970	4.659
670981.522	3529721.960	4.660
670981.369	3529721.949	4.660
670981.215	3529721.941	4.661
670981.058	3529721.933	4.661
670980.906	3529721.926	4.662
670980.753	3529721.917	4.662
670980.598	3529721.909	4.663
670980.444	3529721.900	4.664
670980.292	3529721.895	4.664
670980.138	3529721.888	4.665
670979.983	3529721.881	4.665
670979.827	3529721.874	4.666
670979.674	3529721.868	4.666
670979.519	3529721.861	4.667
670979.363	3529721.855	4.667
670979.210	3529721.850	4.668
670979.051	3529721.844	4.668
670978.894	3529721.839	4.669
670978.736	3529721.834	4.670
670978.578	3529721.824	4.670
670978.419	3529721.819	4.671
670978.259	3529721.813	4.671
670978.101	3529721.808	4.672
670977.940	3529721.805	4.672
670977.781	3529721.800	4.673
670977.620	3529721.795	4.674
670977.459	3529721.790	4.674
670977.300	3529721.785	4.675
670977.138	3529721.775	4.675
670976.978	3529721.770	4.676
670976.817	3529721.763	4.676
670976.653	3529721.760	4.677
670976.491	3529721.755	4.677
670976.327	3529721.749	4.678
670976.163	3529721.744	4.679
670975.999	3529721.736	4.679
670975.836	3529721.730	4.680
670975.671	3529721.722	4.680
670975.506	3529721.716	4.681
670975.338	3529721.710	4.681
670975.173	3529721.706	4.682
670975.005	3529721.700	4.683
670974.837	3529721.694	4.683
670974.671	3529721.692	4.684
670974.503	3529721.687	4.684
670974.335	3529721.681	4.685
670974.168	3529721.676	4.685
670974.000	3529721.672	4.686
670973.829	3529721.671	4.686
670973.661	3529721.669	4.687
670973.495	3529721.666	4.688
670973.324	3529721.664	4.688
670973.159	3529721.660	4.689
670972.995	3529721.656	4.689
670972.831	3529721.654	4.690
670972.665	3529721.647	4.690
670972.501	3529721.645	4.691
670972.339	3529721.642	4.691
670972.177	3529721.639	4.691
670972.020	3529721.638	4.692
670971.861	3529721.635	4.693
670971.704	3529721.632	4.693
670971.546	3529721.631	4.693
670971.387	3529721.623	4.694
670971.233	3529721.618	4.693
670971.076	3529721.613	4.689
670970.921	3529721.603	4.680
670970.768	3529721.594	4.667
670970.616	3529721.582	4.649
670970.468	3529721.561	4.628
670970.320	3529721.533	4.604
670970.175	3529721.505	4.578
670970.032	3529721.459	4.551
670969.891	3529721.406	4.524
670969.752	3529721.358	4.497
670969.612	3529721.277	4.472
670969.474	3529721.221	4.449
670969.338	3529721.162	4.427
670969.203	3529721.101	4.408
670969.067	3529721.039	4.392
670968.932	3529720.979	4.381
670968.796	3529720.921	4.373
670968.659	3529720.864	4.370
670968.522	3529720.810	4.372
670968.403	3529720.712	4.380
670968.264	3529720.635	4.390
670968.127	3529720.583	4.400
670967.994	3529720.511	4.409
670967.847	3529720.475	4.419
670967.706	3529720.447	4.427
670967.568	3529720.401	4.433
670967.417	3529720.383	4.438
670967.269	3529720.366	4.444
670967.122	3529720.355	4.449
670966.981	3529720.322	4.457
670966.829	3529720.334	4.468
670966.684	3529720.323	4.479
670966.541	3529720.311	4.493
670966.399	3529720.297	4.508
670966.257	3529720.293	4.525
670966.116	3529720.290	4.544
670965.975	3529720.290	4.562
670965.833	3529720.291	4.580
670965.693	3529720.305	4.599
670965.552	3529720.321	4.618
670965.413	3529720.338	4.636
670965.274	3529720.353	4.654
670965.136	3529720.378	4.670
670965.001	3529720.414	4.684
670964.864	3529720.433	4.693
670964.727	3529720.459	4.700
670964.599	3529720.493	4.705
670964.467	3529720.515	4.708
670964.336	3529720.534	4.710
670964.204	3529720.555	4.712
670964.079	3529720.563	4.713
670963.952	3529720.573	4.714
670963.825	3529720.578	4.714
670963.696	3529720.593	4.714
670963.572	3529720.580	4.714
670963.446	3529720.579	4.713
670963.322	3529720.575	4.713
670963.197	3529720.582	4.712
670963.072	3529720.564	4.712
670962.948	3529720.560	4.711
670962.822	3529720.555	4.710
670962.696	3529720.557	4.710
670962.573	3529720.550	4.709
670962.448	3529720.540	4.708
670962.323	3529720.537	4.708
670962.196	3529720.535	4.707
670962.067	3529720.529	4.706
670961.938	3529720.524	4.705
670961.809	3529720.519	4.705
670961.675	3529720.515	4.704
670961.543	3529720.513	4.703
670961.407	3529720.511	4.702
670961.270	3529720.505	4.701
670961.133	3529720.502	4.700
670960.995	3529720.498	4.700
670960.850	3529720.496	4.698
670960.705	3529720.490	4.694
670960.566	3529720.482	4.687
670960.419	3529720.474	4.678
670960.276	3529720.463	4.667
670960.134	3529720.447	4.655
670959.997	3529720.429	4.643
670959.854	3529720.410	4.631
670959.715	3529720.380	4.619
670959.579	3529720.350	4.609
670959.443	3529720.327	4.601
670959.309	3529720.281	4.594
670959.176	3529720.245	4.588
670959.045	3529720.208	4.584
670958.913	3529720.180	4.580
670958.784	3529720.136	4.576
670958.653	3529720.104	4.575
670958.522	3529720.075	4.576
670958.393	3529720.048	4.579
670958.264	3529720.022	4.582
670958.137	3529719.999	4.586
670958.007	3529719.984	4.589
670957.879	3529719.960	4.592
670957.751	3529719.959	4.594
670957.626	3529719.947	4.596
670957.499	3529719.936	4.598
670957.374	3529719.920	4.600
670957.249	3529719.914	4.601
670957.126	3529719.913	4.603
670957.006	3529719.905	4.605
670956.884	3529719.894	4.607
670956.763	3529719.890	4.609
670956.644	3529719.884	4.611
670956.522	3529719.878	4.612
670956.402	3529719.870	4.613
670956.285	3529719.862	4.614
670956.165	3529719.853	4.615
670956.047	3529719.843	4.615
670955.930	3529719.835	4.615
670955.809	3529719.821	4.616
670955.691	3529719.810	4.616
670955.575	3529719.798	4.617
670955.460	3529719.792	4.620
670955.344	3529719.776	4.624
670955.231	3529719.767	4.629
670955.117	3529719.759	4.633
670955.003	3529719.752	4.636
670954.891	3529719.745	4.640
670954.781	3529719.741	4.642
670954.669	3529719.737	4.645
670954.558	3529719.731	4.646
670954.447	3529719.731	4.647
670954.337	3529719.727	4.648
670954.229	3529719.723	4.649
670954.121	3529719.719	4.649
670954.012	3529719.717	4.649
670953.905	3529719.712	4.650
670953.798	3529719.709	4.651
670953.691	3529719.705	4.651
670953.586	3529719.700	4.652
670953.480	3529719.692	4.653
670953.375	3529719.686	4.654
670953.270	3529719.682	4.654
670953.164	3529719.672	4.655
670953.061	3529719.667	4.655
670952.956	3529719.660	4.656
670952.853	3529719.655	4.656
670952.749	3529719.648	4.656
670952.644	3529719.642	4.657
670952.544	3529719.635	4.658
670952.442	3529719.631	4.658
670952.241	3529719.621	4.661
670952.140	3529719.617	4.662
670952.040	3529719.613	4.663
670951.842	3529719.602	4.665
670951.645	3529719.594	4.667
670951.545	3529719.592	4.667
670951.350	3529719.587	4.668
670951.155	3529719.582	4.669
670950.958	3529719.576	4.670
670950.857	3529719.573	4.670
670950.662	3529719.569	4.670
670950.561	3529719.564	4.670
670950.460	3529719.562	4.671
670950.355	3529719.554	4.671
670950.251	3529719.547	4.671
670950.145	3529719.540	4.671
670950.041	3529719.536	4.671
670949.933	3529719.528	4.671
670949.826	3529719.521	4.670
670949.719	3529719.515	4.670
670949.613	3529719.510	4.670
670949.503	3529719.502	4.670
670949.393	3529719.495	4.670
670949.285	3529719.489	4.670
670949.178	3529719.484	4.670
670949.066	3529719.475	4.670
670948.957	3529719.468	4.670
670948.848	3529719.462	4.670
670948.740	3529719.456	4.670
670948.630	3529719.450	4.669
670948.525	3529719.444	4.667
670948.415	3529719.440	4.666
670948.308	3529719.433	4.664
670948.202	3529719.428	4.662
670948.095	3529719.420	4.660
670947.991	3529719.412	4.658
670947.886	3529719.405	4.655
670947.782	3529719.392	4.653
670947.679	3529719.381	4.651
670947.574	3529719.370	4.649
670947.470	3529719.360	4.647
670947.366	3529719.347	4.645
670947.261	3529719.335	4.643
670947.161	3529719.322	4.642
670947.058	3529719.312	4.640
670946.957	3529719.297	4.639
670946.857	3529719.286	4.637
670946.754	3529719.274	4.636
670946.650	3529719.263	4.635
670946.551	3529719.251	4.634
670946.349	3529719.229	4.631
670946.244	3529719.217	4.631
670946.140	3529719.207	4.629
670946.034	3529719.196	4.628
670945.924	3529719.185	4.627
670945.815	3529719.173	4.626
670945.707	3529719.161	4.625
670945.595	3529719.148	4.624
670945.483	3529719.137	4.623
670945.372	3529719.125	4.622
670945.255	3529719.114	4.621
670945.140	3529719.100	4.620
670945.024	3529719.087	4.619
670944.912	3529719.075	4.618
670944.793	3529719.057	4.617
670944.677	3529719.043	4.616
670944.562	3529719.030	4.615
670944.451	3529719.017	4.616
670944.335	3529719.007	4.620
670944.219	3529718.995	4.625
670944.106	3529718.984	4.633
670943.995	3529718.979	4.642
670943.884	3529718.969	4.653
670943.774	3529718.969	4.663
670943.663	3529718.972	4.673
670943.554	3529718.973	4.683
670943.446	3529718.988	4.693
670943.339	3529718.999	4.702
670943.232	3529719.012	4.710
670943.125	3529719.018	4.715
670943.020	3529719.046	4.720
670942.916	3529719.062	4.723
670942.812	3529719.077	4.726
670942.708	3529719.088	4.728
670942.509	3529719.117	4.731
670942.310	3529719.137	4.732
670942.116	3529719.139	4.732
670941.921	3529719.145	4.728
670941.726	3529719.132	4.718
670941.535	3529719.125	4.707
670941.346	3529719.101	4.698
670941.161	3529719.086	4.692
670940.978	3529719.051	4.687
670940.795	3529719.030	4.680
670940.615	3529719.007	4.674
670940.437	3529718.987	4.670
670940.257	3529718.973	4.666
670940.081	3529718.957	4.663
670939.906	3529718.943	4.661
670939.734	3529718.929	4.659
670939.566	3529718.916	4.657
670939.399	3529718.903	4.655
670939.236	3529718.889	4.654
670939.074	3529718.876	4.652
670938.916	3529718.863	4.651
670938.759	3529718.850	4.649
670938.605	3529718.837	4.648
670938.452	3529718.823	4.646
670938.305	3529718.809	4.645
670938.158	3529718.796	4.644
670938.013	3529718.785	4.642
670937.868	3529718.772	4.641
670937.723	3529718.757	4.640
670937.582	3529718.745	4.639
670937.438	3529718.734	4.638
670937.300	3529718.723	4.636
670937.165	3529718.712	4.635
670937.031	3529718.699	4.634
670936.903	3529718.682	4.633
670936.775	3529718.669	4.632
670936.649	3529718.655	4.630
670936.525	3529718.641	4.629
670936.405	3529718.626	4.628
670936.285	3529718.612	4.627
670936.167	3529718.598	4.626
670936.050	3529718.583	4.625
670935.934	3529718.570	4.624
670935.822	3529718.557	4.623
670935.710	3529718.545	4.622
670935.601	3529718.533	4.621
670935.496	3529718.522	4.620
670935.390	3529718.511	4.619
670935.285	3529718.500	4.619
670935.183	3529718.488	4.618
670935.084	3529718.476	4.617
670934.941	3529718.461	4.615
670934.803	3529718.443	4.614
670934.669	3529718.423	4.613
670934.536	3529718.405	4.612
670934.406	3529718.386	4.611
670934.284	3529718.369	4.610
670934.164	3529718.354	4.609
670934.049	3529718.341	4.608
670933.934	3529718.331	4.605
670933.824	3529718.318	4.600
670933.720	3529718.301	4.596
670933.589	3529718.277	4.593
670933.465	3529718.256	4.591
670933.347	3529718.240	4.589
670933.236	3529718.224	4.588
670933.131	3529718.211	4.588
670933.030	3529718.202	4.587
670932.917	3529718.183	4.580
670932.815	3529718.147	4.569
670932.704	3529718.103	4.554
670932.606	3529718.067	4.550
670932.500	3529718.053	4.560
670932.398	3529718.072	4.578
670932.298	3529718.093	4.591
670932.198	3529718.093	4.602
670932.089	3529718.118	4.633
670931.988	3529718.144	4.652
670931.883	3529718.170	4.667
670931.777	3529718.188	4.677
670931.670	3529718.185	4.679
670931.565	3529718.173	4.680
670931.463	3529718.176	4.680
